ra,ano,fase_original,fase,fase_ideal_original,fase_ideal,idade,flag_idade_formato_excel,ano_nascimento,genero,ano_ingresso,tipo_instituicao,ian,ida,ieg,iaa,ips,ipp,ipv,flag_ipp_ausencia_estrutural,nota_matematica,nota_portugues,nota_ingles,quantidade_avaliacoes,avaliadores_preenchidos,defasagem,defasagem_calculada,classe_defasagem,inde_original,inde,motivo_inde_ausente,pedra_original,pedra,flag_defasagem_inconsistente,flag_iaa_zero,flag_ieg_zero,flag_ieg_zero_ida_ausente,flag_ingles_ausente_fase_0_2,flag_quantidade_avaliacoes_divergente,flag_conflito_ano_nascimento,flag_conflito_ano_ingresso,flag_conflito_genero,flag_ian_fora_escala,flag_ida_fora_escala,flag_ieg_fora_escala,flag_iaa_fora_escala,flag_ips_fora_escala,flag_ipp_fora_escala,flag_ipv_fora_escala
RA-365,2024,3H,3,Fase 2 (5° e 6° ano),2,11.0,False,2012,Feminino,2022,Pública,10.0,6.666666666666667,10.0,9.585,7.51,8.4375,8.202,False,8.0,7.0,5.0,5.0,5,1,1,Em fase,8.526983333333334,8.526983333333334,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-366,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Masculino,2022,Escola Pública,5.0,5.5,9.4,9.5,7.5,,6.833,True,6.0,5.0,,3.0,3,-1,-1,Moderada,7.181,7.181,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-367,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2018,Escola Pública,5.0,6.7,7.4,8.5,6.3,,7.5,True,5.2,8.2,,3.0,3,-1,-1,Moderada,6.95,6.95,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-367,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,12.0,False,2010,Feminino,2018,Pública,10.0,5.9,8.7,8.8,2.52,7.8125,7.7925,False,7.0,5.5,5.2,4.0,4,0,0,Em fase,7.38685,7.38685,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-367,2024,4B,4,Fase 3 (7° e 8° ano),3,13.0,False,2010,Feminino,2021,Pública,10.0,5.0,7.268170426,9.168,6.26,6.875,7.6275,False,2.0,5.5,7.5,4.0,4,1,1,Em fase,7.209434085200001,7.209434085200001,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-368,2022,2,2,Fase 3 (7º e 8º ano),3,13.0,False,2009,Masculino,2018,Rede Decisão,5.0,7.3,7.9,8.0,5.0,,7.5,True,5.5,9.0,,3.0,3,-1,-1,Moderada,6.969,6.969,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-368,2023,FASE 3,3,Fase 4 (9° ano),4,14.0,True,2009,Masculino,2018,Pública,5.0,6.7,7.7,0.0,2.52,7.03125,7.34,False,5.0,7.2,7.8,4.0,4,-1,-1,Moderada,5.796458333,5.796458333,nao_ausente,Quartzo,Quartzo,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-368,2024,3G,3,Fase 4 (9° ano),4,15.0,False,2009,Masculino,2021,Pública,5.0,7.0,6.166666666666667,7.917,7.51,7.65625,6.7025,False,4.5,7.0,9.5,4.0,4,-1,-1,Moderada,6.782158333333333,6.782158333333333,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-369,2022,2,2,Fase 2 (5º e 6º ano),2,11.0,False,2011,Masculino,2022,Escola Pública,10.0,4.8,6.9,9.0,7.5,,6.889,True,4.0,5.5,,3.0,3,0,0,Em fase,6.973,6.973,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-369,2023,FASE 2,2,Fase 3 (7° e 8° ano),3,12.0,True,2011,Masculino,2022,Pública,5.0,4.0,4.1,10.0,5.0,8.541666667,7.726666667,False,5.0,3.0,,3.0,3,-1,-1,Moderada,6.0197,6.0197,nao_ausente,Agata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-369,2024,3H,3,Fase 3 (7° e 8° ano),3,13.0,False,2011,Masculino,2022,Pública,10.0,1.6666666666666667,4.908119658333334,8.751,7.51,6.40625,5.428,False,0.0,0.0,5.0,5.0,5,0,0,Em fase,5.667282265,5.667282265,nao_ausente,Quartzo,Quartzo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-37,2022,6,6,Fase 7 (3º EM),7,17.0,False,2005,Feminino,2019,Rede Decisão,5.0,5.9,5.4,0.0,5.0,,5.222,True,2.3,5.3,10.0,4.0,4,-1,-1,Moderada,4.95,4.95,nao_ausente,Quartzo,Quartzo,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-370,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2018,Rede Decisão,5.0,7.2,8.2,8.5,5.0,,7.611,True,5.2,9.2,,3.0,3,-1,-1,Moderada,7.066,7.066,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-371,2022,2,2,Fase 2 (5º e 6º ano),2,10.0,False,2012,Feminino,2022,Escola Pública,10.0,8.4,8.0,9.5,6.9,,7.667,True,7.8,9.0,,3.0,3,0,0,Em fase,8.112,8.112,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-372,2022,2,2,Fase 2 (5º e 6º ano),2,10.0,False,2012,Masculino,2021,Escola Pública,10.0,7.8,5.5,8.5,6.9,,7.389,True,8.3,7.2,,3.0,3,0,0,Em fase,7.304,7.304,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-373,2022,2,2,Fase 2 (5º e 6º ano),2,11.0,False,2011,Masculino,2022,Escola Pública,10.0,7.3,9.5,6.4,5.0,,6.944,True,6.5,8.0,,3.0,3,0,0,Em fase,7.503,7.503,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-373,2023,FASE 2,2,Fase 3 (7° e 8° ano),3,12.0,True,2011,Masculino,2022,Pública,5.0,8.4,9.7,0.0,2.52,8.75,7.84,False,7.7,9.0,,3.0,3,-1,-1,Moderada,6.805,6.805,nao_ausente,Agata,Ágata,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-374,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2021,Escola Pública,5.0,6.9,9.8,9.0,7.5,,7.944,True,5.3,8.5,,3.0,3,-1,-1,Moderada,7.747,7.747,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-374,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,13.0,False,2010,Feminino,2021,Privada,10.0,5.4,8.3,8.8,5.63,7.65625,7.9175,False,6.3,6.3,3.7,4.0,4,0,0,Em fase,7.533891667,7.533891667,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-375,2022,2,2,Fase 2 (5º e 6º ano),2,11.0,False,2011,Masculino,2019,Escola Pública,10.0,5.4,9.5,9.0,7.5,,7.667,True,3.3,7.5,,3.0,3,0,0,Em fase,7.831,7.831,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-375,2023,FASE 2,2,Fase 3 (7° e 8° ano),3,12.0,False,2011,Masculino,2019,Pública,5.0,7.9,9.9,0.0,5.0,8.541666667,8.283333333,False,6.8,9.0,,3.0,3,-1,-1,Moderada,7.070833333,7.070833333,nao_ausente,Ametista,Ametista,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-375,2024,3H,3,Fase 3 (7° e 8° ano),3,13.0,False,2011,Masculino,2021,Pública,10.0,6.833333333333333,9.443589743666667,9.585,7.51,7.1875,6.432,False,9.0,5.5,6.0,5.0,5,0,0,Em fase,7.970034615400001,7.970034615400001,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-376,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2019,Escola Pública,5.0,4.3,9.0,9.0,7.5,,7.5,True,2.0,6.7,,3.0,3,-1,-1,Moderada,6.957,6.957,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-376,2023,FASE 2,2,Fase 3 (7° e 8° ano),3,13.0,True,2010,Feminino,2019,Pública,5.0,5.9,9.6,8.5,2.52,7.916666667,8.226666667,False,4.3,7.5,,3.0,3,-1,-1,Moderada,7.1392,7.1392,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-376,2024,3G,3,Fase 4 (9° ano),4,14.0,False,2010,Feminino,2021,Pública,5.0,2.8333333333333335,8.287284610666667,10.002,2.51,6.5625,6.325,False,2.0,5.0,1.5,4.0,4,-1,-1,Moderada,5.896573588800001,5.896573588800001,nao_ausente,Quartzo,Quartzo,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
RA-377,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2021,Escola Pública,5.0,6.2,7.7,9.0,5.6,,6.833,True,4.3,8.0,,3.0,3,-1,-1,Moderada,6.743,6.743,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-377,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,13.0,False,2010,Feminino,2021,Pública,10.0,4.8,7.6,9.6,5.0,7.34375,7.6275,False,6.0,5.7,2.8,4.0,4,0,0,Em fase,7.205041667,7.205041667,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-377,2024,4F,4,Fase 4 (9° ano),4,14.0,False,2010,Feminino,2021,Pública,10.0,5.166666666666667,7.698412698333333,9.168,7.51,7.125,7.634,False,4.0,6.5,5.0,5.0,5,0,0,Em fase,7.480115873000001,7.480115873000001,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-378,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Masculino,2021,Escola Pública,5.0,8.1,6.8,9.0,5.6,,7.889,True,8.7,7.5,,3.0,3,-1,-1,Moderada,7.203,7.203,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-379,2022,2,2,Fase 3 (7º e 8º ano),3,13.0,False,2009,Feminino,2022,Escola Pública,5.0,5.0,8.1,8.5,7.5,,6.778,True,5.0,5.0,,3.0,3,-1,-1,Moderada,6.722,6.722,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-38,2022,6,6,Fase 7 (3º EM),7,17.0,False,2005,Feminino,2017,Rede Decisão,5.0,8.6,8.9,9.2,7.5,,9.833,True,9.0,7.0,9.7,4.0,4,-1,-1,Moderada,8.523,8.523,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-38,2023,FASE 7,7,Fase 7 (3° EM),7,17.0,False,2005,Feminino,2017,Privada - Programa de Apadrinhamento,10.0,7.7,9.7,9.6,7.52,8.75,8.8825,False,8.2,8.8,6.0,4.0,4,0,0,Em fase,8.835333333,8.835333333,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-38,2024,8F,8,Fase 8 (Universitários),8,18.0,False,2005,Feminino,2021,Privada - Programa de Apadrinhamento,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
RA-380,2022,2,2,Fase 3 (7º e 8º ano),3,13.0,False,2009,Masculino,2017,Escola Pública,5.0,2.5,4.4,7.9,5.0,,4.833,True,2.3,2.7,,3.0,3,-1,-1,Moderada,4.556,4.556,nao_ausente,Quartzo,Quartzo,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-380,2023,FASE 3,3,Fase 4 (9° ano),4,14.0,False,2009,Masculino,2017,Pública,5.0,4.5,6.4,0.0,2.52,6.71875,6.5425,False,7.0,4.0,2.5,4.0,4,-1,-1,Moderada,4.912375,4.912375,nao_ausente,Quartzo,Quartzo,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-381,2022,2,2,Fase 3 (7º e 8º ano),3,13.0,False,2009,Masculino,2018,Escola Pública,5.0,3.3,8.3,9.0,6.9,,6.944,True,1.5,5.2,,3.0,3,-1,-1,Moderada,6.454,6.454,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-381,2023,FASE 3,3,Fase 4 (9° ano),4,14.0,True,2009,Masculino,2018,Pública,5.0,3.9,8.4,0.0,6.89,7.34375,6.84,False,5.3,5.3,1.2,4.0,4,-1,-1,Moderada,5.758041667,5.758041667,nao_ausente,Quartzo,Quartzo,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-381,2024,3G,3,Fase 5 (1° EM),5,15.0,False,2009,Masculino,2021,Pública,5.0,3.6666666666666665,6.133333333333333,8.334,7.51,6.71875,6.1225,False,2.5,4.5,4.0,4.0,4,-2,-2,Moderada,5.940775,5.940775,nao_ausente,Quartzo,Quartzo,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-382,2022,2,2,Fase 4 (9º ano),4,14.0,False,2008,Masculino,2017,Escola Pública,5.0,5.4,7.7,9.0,6.3,,7.333,True,4.0,6.8,,3.0,3,-2,-2,Moderada,6.777,6.777,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-382,2023,FASE 3,3,Fase 5 (1° EM),5,15.0,False,2008,Masculino,2017,Pública,5.0,5.2,9.4,0.0,6.26,7.5,7.1725,False,5.0,5.8,4.7,4.0,4,-2,-2,Moderada,6.223833333,6.223833333,nao_ausente,Agata,Ágata,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-382,2024,4F,4,Fase 5 (1° EM),5,16.0,False,2008,Masculino,2021,Pública,5.0,3.0,6.324561403666666,9.168,5.63,6.75,6.43,False,2.0,3.0,4.0,5.0,5,-1,-1,Moderada,5.805712280733333,5.805712280733333,nao_ausente,Quartzo,Quartzo,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-383,2022,2,2,Fase 2 (5º e 6º ano),2,11.0,False,2011,Masculino,2019,Escola Pública,10.0,8.1,9.6,9.0,7.5,,7.778,True,8.0,8.2,,3.0,3,0,0,Em fase,8.4,8.4,nao_ausente,Topázio,Topázio,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-383,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,12.0,False,2011,Masculino,2019,Pública,10.0,6.5,8.8,9.2,3.14,7.5,7.5,False,6.3,6.2,7.0,4.0,4,0,0,Em fase,7.5408,7.5408,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-383,2024,4F,4,Fase 3 (7° e 8° ano),3,13.0,False,2011,Masculino,2021,Pública,10.0,5.833333333333333,8.600288600333334,9.168,7.51,7.875,8.47,False,1.0,8.0,8.5,5.0,5,1,1,Em fase,8.036024386733335,8.036024386733335,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-384,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2017,Escola Pública,5.0,8.1,8.4,9.0,6.3,,8.0,True,8.0,8.2,,3.0,3,-1,-1,Moderada,7.558,7.558,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-384,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,13.0,True,2010,Feminino,2017,Pública,10.0,7.3,9.1,0.0,2.52,7.65625,7.335,False,6.3,7.2,8.3,4.0,4,0,0,Em fase,6.757958333,6.757958333,nao_ausente,Agata,Ágata,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-384,2024,4F,4,Fase 4 (9° ano),4,14.0,False,2010,Feminino,2021,Pública,10.0,7.5,8.607503607333333,7.5,7.51,7.625,7.936,False,5.0,9.5,8.0,5.0,5,0,0,Em fase,8.072200721466668,8.072200721466668,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-385,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2022,Escola Pública,5.0,4.9,7.5,7.4,5.0,,6.5,True,2.7,7.2,,3.0,3,-1,-1,Moderada,6.083,6.083,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-386,2022,2,2,Fase 3 (7º e 8º ano),3,13.0,False,2009,Masculino,2019,Escola Pública,5.0,4.0,5.9,10.0,5.6,,7.222,True,3.7,4.3,,3.0,3,-1,-1,Moderada,6.104,6.104,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-386,2023,FASE 3,3,Fase 4 (9° ano),4,14.0,True,2009,Masculino,2019,Pública,5.0,3.3,7.0,9.2,2.52,7.03125,6.6325,False,5.0,3.7,1.2,4.0,4,-1,-1,Moderada,5.758425,5.758425,nao_ausente,Quartzo,Quartzo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-387,2022,2,2,Fase 3 (7º e 8º ano),3,13.0,False,2009,Masculino,2019,Escola Pública,5.0,3.7,8.2,7.0,7.5,,6.833,True,1.3,6.0,,3.0,3,-1,-1,Moderada,6.323,6.323,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-387,2023,FASE 3,3,Fase 4 (9° ano),4,14.0,False,2009,Masculino,2019,Pública,5.0,3.0,6.8,0.0,2.52,6.875,7.0075,False,4.3,2.8,1.8,4.0,4,-1,-1,Moderada,4.794333333,4.794333333,nao_ausente,Quartzo,Quartzo,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-387,2024,3G,3,Fase 4 (9° ano),4,15.0,False,2009,Masculino,2021,Pública,5.0,4.333333333333333,7.166666666666667,7.5,7.51,6.25,5.9975,False,5.0,4.0,4.0,4.0,4,-1,-1,Moderada,6.125500000000001,6.125500000000001,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-388,2022,2,2,Fase 4 (9º ano),4,14.0,False,2008,Feminino,2019,Escola Pública,5.0,4.5,8.5,7.9,5.6,,7.722,True,3.5,5.5,,3.0,3,-2,-2,Moderada,6.654,6.654,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-388,2023,FASE 3,3,Fase 5 (1° EM),5,15.0,False,2008,Feminino,2019,Pública,5.0,4.2,7.4,0.0,5.63,6.875,7.835,False,6.0,4.3,2.2,4.0,4,-2,-2,Moderada,5.630833333,5.630833333,nao_ausente,Quartzo,Quartzo,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-388,2024,4F,4,Fase 5 (1° EM),5,16.0,False,2008,Feminino,2021,Pública,5.0,4.333333333333333,6.349206349,7.5,7.51,6.75,5.764,False,1.0,7.0,5.0,5.0,5,-1,-1,Moderada,5.965307936466667,5.965307936466667,nao_ausente,Quartzo,Quartzo,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-389,2022,2,2,Fase 2 (5º e 6º ano),2,11.0,False,2011,Masculino,2019,Escola Pública,10.0,3.5,8.9,8.0,7.5,,7.556,True,2.0,5.0,,3.0,3,0,0,Em fase,7.184,7.184,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-389,2023,FASE 2,2,Fase 3 (7° e 8° ano),3,12.0,True,2011,Masculino,2019,Pública,5.0,8.2,8.2,0.0,2.52,8.75,8.95,False,6.8,9.5,,3.0,3,-1,-1,Moderada,6.687,6.687,nao_ausente,Agata,Ágata,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-389,2024,3G,3,Fase 3 (7° e 8° ano),3,13.0,False,2011,Masculino,2021,Pública,10.0,5.166666666666667,6.674358974333333,9.585,8.76,6.5625,6.745,False,6.5,4.0,5.0,4.0,4,0,0,Em fase,7.2079551282,7.2079551282,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-39,2022,6,6,Fase 6 (2º EM),6,16.0,False,2006,Feminino,2017,Rede Decisão,10.0,6.9,4.8,0.0,6.9,,6.111,True,7.7,5.1,7.8,4.0,4,0,0,Em fase,6.033,6.033,nao_ausente,Ágata,Ágata,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-39,2023,FASE 7,7,Fase 7 (3° EM),7,17.0,False,2006,Feminino,2017,Privada - Programa de Apadrinhamento,10.0,7.8,9.1,9.6,7.52,8.75,8.7575,False,8.3,7.8,7.2,4.0,4,0,0,Em fase,8.710333333,8.710333333,nao_ausente,Topázio,Topázio,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-39,2024,8F,8,Fase 8 (Universitários),8,18.0,False,2006,Feminino,2021,Privada *Parcerias com Bolsa 100%,10.0,,0.0,,,,,False,,,,0.0,0,0,0,Em fase,,,celula_vazia,,,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
RA-390,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2022,Escola Pública,5.0,4.7,8.8,7.4,6.3,,7.722,True,4.0,5.3,,3.0,3,-1,-1,Moderada,6.776,6.776,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-390,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,12.0,True,2010,Feminino,2022,Pública,10.0,4.8,8.8,7.9,2.52,7.34375,7.005,False,5.7,5.8,3.0,4.0,4,0,0,Em fase,6.905741667,6.905741667,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-390,2024,3G,3,Fase 3 (7° e 8° ano),3,13.0,False,2010,Feminino,2022,Pública,10.0,4.166666666666667,6.080701754333333,7.5,8.755,6.5625,6.08,False,3.0,2.5,7.0,4.0,4,0,0,Em fase,6.5472236842000004,6.5472236842000004,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-391,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Feminino,2022,Escola Pública,5.0,5.1,8.1,10.0,7.5,,8.056,True,5.0,5.2,,3.0,3,-1,-1,Moderada,7.117,7.117,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-391,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,13.0,True,2010,Feminino,2022,Pública,10.0,3.5,7.5,7.9,2.52,7.5,7.585,False,4.2,5.0,1.3,4.0,4,0,0,Em fase,6.5107,6.5107,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-392,2022,2,2,Fase 4 (9º ano),4,14.0,False,2008,Masculino,2022,Escola Pública,5.0,4.8,8.8,9.5,5.6,,6.778,True,3.7,5.8,,3.0,3,-2,-2,Moderada,6.418,6.418,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-392,2023,FASE 3,3,Fase 5 (1° EM),5,15.0,False,2008,Masculino,2022,Pública,5.0,4.6,9.5,9.6,2.52,6.09375,7.17,False,6.2,4.7,2.8,4.0,4,-2,-2,Moderada,6.567208333,6.567208333,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-392,2024,4B,4,Fase 5 (1° EM),5,16.0,False,2008,Masculino,2022,Pública,5.0,1.0,5.414731682,9.585,5.635,3.5,3.545,False,0.0,2.0,1.0,4.0,4,-1,-1,Moderada,4.3639463364,4.3639463364,nao_ausente,Quartzo,Quartzo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-393,2022,2,2,Fase 6 (2º EM),6,16.0,False,2006,Feminino,2018,Escola Pública,2.5,4.6,5.4,10.0,5.0,,6.778,True,4.7,4.5,,3.0,3,-4,-4,Severa,5.518,5.518,nao_ausente,Quartzo,Quartzo,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-394,2022,2,2,Fase 2 (5º e 6º ano),2,11.0,False,2011,Feminino,2022,Escola Pública,10.0,5.9,8.6,9.5,7.5,,8.444,True,4.3,7.5,,3.0,3,0,0,Em fase,7.897,7.897,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-395,2022,2,2,Fase 2 (5º e 6º ano),2,11.0,False,2011,Feminino,2018,Escola Pública,10.0,4.9,8.9,9.0,7.5,,8.333,True,4.2,5.7,,3.0,3,0,0,Em fase,7.683,7.683,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-395,2023,FASE 3,3,Fase 3 (7° e 8° ano),3,12.0,False,2011,Feminino,2018,Pública,10.0,6.0,8.6,9.2,2.52,7.96875,7.9175,False,6.7,5.3,6.0,4.0,4,0,0,Em fase,7.469175,7.469175,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-395,2024,4F,4,Fase 3 (7° e 8° ano),3,13.0,False,2011,Feminino,2021,Pública,10.0,4.333333333333333,6.921693121666666,8.751,6.26,7.25,8.464,False,2.5,5.5,5.0,5.0,5,1,1,Em fase,7.169905291000001,7.169905291000001,nao_ausente,Ametista,Ametista,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-396,2022,2,2,Fase 3 (7º e 8º ano),3,12.0,False,2010,Masculino,2022,Escola Pública,5.0,5.6,8.0,9.0,6.3,,6.556,True,4.7,6.5,,3.0,3,-1,-1,Moderada,6.556,6.556,nao_ausente,Ágata,Ágata,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RA-397,2022,2,2,Fase 4 (9º ano),4,14.0,False,2008,Feminino,2017,Escola Pública,5.0,2.8,5.7,9.0,6.9,,7.167,True,3.3,2.3,,3.0,3,-2,-2,Moderada,5.852,5.852,nao_ausente,Quartzo,Quartzo,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
RA-397,2023,FASE 4,4,Fase 5 (1° EM),5,15.0,False,2008,Feminino,2017,Pública,5.0,4.6,7.9,7.5,2.52,7.1875,7.465,False,6.7,5.0,2.0,4.0,4,-1,-1,Moderada,6.207083333,6.207083333,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-397,2024,4A,4,Fase 6 (2° EM),6,16.0,False,2008,Feminino,2021,Pública,5.0,5.666666666666667,7.885292942666666,7.918,5.63,7.625,7.398,False,5.0,4.5,7.5,5.0,5,-2,-2,Moderada,6.807291921866668,6.807291921866668,nao_ausente,Agata,Ágata,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
RA-398,2022,2,2,Fase 2 (5º e 6º ano),2,10.0,False,2012,Feminino,2022,Escola Pública,10.0,5.5,9.3,9.0,7.5,,7.5,True,3.0,8.0,,3.0,3,0,0,Em fase,7.742,7.742,nao_ausente,Ametista,Ametista,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
